<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.13	19:15:00	1.10813	1.10833	1.10785	1.10820	551	0	3
2024.09.13	19:30:00	1.10822	1.10822	1.10768	1.10772	413	0	3
2024.09.13	19:45:00	1.10772	1.10838	1.10769	1.10838	348	0	4
2024.09.13	20:00:00	1.10838	1.10857	1.10813	1.10828	421	0	4
2024.09.13	20:15:00	1.10828	1.10848	1.10819	1.10833	335	0	4
2024.09.13	20:30:00	1.10833	1.10841	1.10808	1.10818	258	0	3
2024.09.13	20:45:00	1.10818	1.10826	1.10801	1.10815	293	0	3
2024.09.13	21:00:00	1.10815	1.10832	1.10804	1.10830	339	0	4
2024.09.13	21:15:00	1.10831	1.10844	1.10815	1.10834	312	0	4
2024.09.13	21:30:00	1.10835	1.10835	1.10801	1.10811	269	0	4
2024.09.13	21:45:00	1.10807	1.10814	1.10765	1.10780	377	0	4
2024.09.13	22:00:00	1.10778	1.10781	1.10760	1.10780	330	0	4
2024.09.13	22:15:00	1.10780	1.10812	1.10780	1.10800	259	0	4
2024.09.13	22:30:00	1.10799	1.10802	1.10773	1.10774	247	0	4
2024.09.13	22:45:00	1.10773	1.10781	1.10764	1.10777	258	0	4
2024.09.13	23:00:00	1.10777	1.10782	1.10760	1.10762	210	0	4
2024.09.13	23:15:00	1.10763	1.10771	1.10743	1.10750	119	0	4
2024.09.13	23:30:00	1.10750	1.10757	1.10732	1.10733	135	0	3
2024.09.13	23:45:00	1.10733	1.10753	1.10727	1.10753	216	0	2
2024.09.16	00:00:00	1.10755	1.10794	1.10747	1.10754	86	0	18
2024.09.16	00:15:00	1.10754	1.10789	1.10743	1.10745	120	0	20
2024.09.16	00:30:00	1.10766	1.10784	1.10748	1.10749	95	0	3
2024.09.16	00:45:00	1.10749	1.10794	1.10748	1.10751	75	0	3
2024.09.16	01:00:00	1.10763	1.10817	1.10763	1.10806	138	0	4
2024.09.16	01:15:00	1.10808	1.10861	1.10808	1.10861	151	0	4
2024.09.16	01:30:00	1.10861	1.10868	1.10855	1.10867	173	0	4
2024.09.16	01:45:00	1.10867	1.10872	1.10854	1.10867	113	0	4
2024.09.16	02:00:00	1.10867	1.10869	1.10848	1.10853	124	0	4
2024.09.16	02:15:00	1.10853	1.10878	1.10853	1.10869	99	0	4
2024.09.16	02:30:00	1.10871	1.10895	1.10870	1.10890	155	0	4
2024.09.16	02:45:00	1.10890	1.10893	1.10872	1.10873	207	0	4
2024.09.16	03:00:00	1.10872	1.10904	1.10871	1.10892	280	0	4
2024.09.16	03:15:00	1.10892	1.10914	1.10892	1.10907	186	0	4
2024.09.16	03:30:00	1.10907	1.10921	1.10903	1.10910	225	0	4
2024.09.16	03:45:00	1.10910	1.10924	1.10894	1.10894	185	0	4
2024.09.16	04:00:00	1.10894	1.10913	1.10877	1.10900	198	0	4
2024.09.16	04:15:00	1.10899	1.10923	1.10892	1.10918	222	0	4
2024.09.16	04:30:00	1.10918	1.10924	1.10889	1.10889	218	0	1
2024.09.16	04:45:00	1.10888	1.10895	1.10874	1.10877	202	0	4
2024.09.16	05:00:00	1.10877	1.10890	1.10868	1.10870	180	0	4
2024.09.16	05:15:00	1.10870	1.10889	1.10866	1.10879	165	0	4
2024.09.16	05:30:00	1.10879	1.10889	1.10868	1.10888	178	0	4
2024.09.16	05:45:00	1.10888	1.10909	1.10884	1.10889	187	0	4
2024.09.16	06:00:00	1.10890	1.10903	1.10879	1.10898	120	0	4
2024.09.16	06:15:00	1.10898	1.10976	1.10897	1.10968	271	0	4
2024.09.16	06:30:00	1.10968	1.10999	1.10968	1.10995	277	0	4
2024.09.16	06:45:00	1.10995	1.11050	1.10989	1.11040	305	0	4
2024.09.16	07:00:00	1.11040	1.11046	1.11020	1.11043	286	0	4
2024.09.16	07:15:00	1.11043	1.11046	1.10999	1.11007	227	0	4
2024.09.16	07:30:00	1.11007	1.11007	1.10974	1.10978	184	0	4
2024.09.16	07:45:00	1.10977	1.10985	1.10968	1.10970	140	0	4
2024.09.16	08:00:00	1.10970	1.10991	1.10961	1.10963	201	0	3
2024.09.16	08:15:00	1.10963	1.10973	1.10962	1.10970	142	0	4
2024.09.16	08:30:00	1.10970	1.10971	1.10956	1.10967	163	0	4
2024.09.16	08:45:00	1.10968	1.10994	1.10968	1.10981	167	0	4
2024.09.16	09:00:00	1.10983	1.11016	1.10973	1.10990	400	0	4
2024.09.16	09:15:00	1.10989	1.11043	1.10980	1.11021	383	0	4
2024.09.16	09:30:00	1.11021	1.11094	1.11019	1.11073	455	0	3
2024.09.16	09:45:00	1.11076	1.11157	1.11066	1.11144	484	0	4
2024.09.16	10:00:00	1.11142	1.11142	1.11096	1.11114	560	0	4
2024.09.16	10:15:00	1.11116	1.11126	1.11093	1.11105	377	0	4
2024.09.16	10:30:00	1.11104	1.11195	1.11104	1.11184	430	0	4
2024.09.16	10:45:00	1.11184	1.11197	1.11131	1.11149	474	0	4
2024.09.16	11:00:00	1.11148	1.11190	1.11137	1.11186	463	0	4
2024.09.16	11:15:00	1.11186	1.11230	1.11182	1.11224	459	0	3
2024.09.16	11:30:00	1.11224	1.11230	1.11192	1.11214	433	0	4
2024.09.16	11:45:00	1.11214	1.11260	1.11198	1.11226	488	0	3
2024.09.16	12:00:00	1.11226	1.11288	1.11194	1.11278	539	0	4
2024.09.16	12:15:00	1.11278	1.11287	1.11253	1.11280	462	0	3
2024.09.16	12:30:00	1.11281	1.11288	1.11211	1.11220	331	0	3
2024.09.16	12:45:00	1.11220	1.11234	1.11178	1.11204	418	0	4
2024.09.16	13:00:00	1.11202	1.11256	1.11202	1.11241	426	0	4
2024.09.16	13:15:00	1.11241	1.11276	1.11241	1.11265	324	0	4
2024.09.16	13:30:00	1.11265	1.11280	1.11207	1.11207	412	0	4
2024.09.16	13:45:00	1.11209	1.11230	1.11199	1.11219	376	0	3
2024.09.16	14:00:00	1.11220	1.11255	1.11193	1.11196	382	0	3
2024.09.16	14:15:00	1.11195	1.11211	1.11158	1.11205	475	0	4
2024.09.16	14:30:00	1.11205	1.11252	1.11200	1.11234	359	0	4
2024.09.16	14:45:00	1.11234	1.11248	1.11210	1.11235	374	0	4
2024.09.16	15:00:00	1.11235	1.11285	1.11234	1.11264	473	0	4
2024.09.16	15:15:00	1.11266	1.11298	1.11236	1.11295	508	0	4
2024.09.16	15:30:00	1.11275	1.11328	1.11166	1.11198	800	0	4
2024.09.16	15:45:00	1.11197	1.11250	1.11196	1.11248	673	0	4
2024.09.16	16:00:00	1.11251	1.11268	1.11226	1.11264	630	0	4
2024.09.16	16:15:00	1.11263	1.11312	1.11242	1.11305	649	0	3
2024.09.16	16:30:00	1.11303	1.11375	1.11301	1.11321	700	0	3
2024.09.16	16:45:00	1.11322	1.11322	1.11264	1.11294	673	0	3
2024.09.16	17:00:00	1.11298	1.11298	1.11203	1.11246	653	0	4
2024.09.16	17:15:00	1.11248	1.11283	1.11244	1.11276	562	0	4
2024.09.16	17:30:00	1.11277	1.11305	1.11187	1.11193	612	0	3
2024.09.16	17:45:00	1.11194	1.11250	1.11179	1.11237	621	0	3
2024.09.16	18:00:00	1.11236	1.11236	1.11189	1.11216	566	0	4
2024.09.16	18:15:00	1.11215	1.11242	1.11201	1.11229	467	0	4
2024.09.16	18:30:00	1.11228	1.11237	1.11164	1.11201	476	0	4
2024.09.16	18:45:00	1.11202	1.11225	1.11169	1.11225	494	0	3
2024.09.16	19:00:00	1.11224	1.11267	1.11208	1.11210	487	0	3
2024.09.16	19:15:00	1.11209	1.11243	1.11194	1.11240	479	0	4
2024.09.16	19:30:00	1.11241	1.11278	1.11237	1.11277	392	0	4
2024.09.16	19:45:00	1.11277	1.11299	1.11259	1.11288	336	0	4
2024.09.16	20:00:00	1.11289	1.11298	1.11237	1.11237	412	0	4
2024.09.16	20:15:00	1.11237	1.11255	1.11207	1.11222	304	0	4
2024.09.16	20:30:00	1.11221	1.11222	1.11160	1.11198	308	0	3
2024.09.16	20:45:00	1.11199	1.11238	1.11180	1.11233	354	0	4
2024.09.16	21:00:00	1.11234	1.11242	1.11203	1.11206	393	0	4
2024.09.16	21:15:00	1.11206	1.11234	1.11199	1.11230	343	0	3
2024.09.16	21:30:00	1.11230	1.11243	1.11221	1.11222	287	0	4
2024.09.16	21:45:00	1.11222	1.11227	1.11196	1.11206	376	0	4
2024.09.16	22:00:00	1.11207	1.11223	1.11191	1.11191	294	0	4
2024.09.16	22:15:00	1.11191	1.11229	1.11185	1.11215	272	0	3
2024.09.16	22:30:00	1.11215	1.11264	1.11211	1.11256	296	0	4
2024.09.16	22:45:00	1.11256	1.11296	1.11255	1.11285	276	0	4
2024.09.16	23:00:00	1.11289	1.11302	1.11279	1.11291	208	0	4
2024.09.16	23:15:00	1.11292	1.11302	1.11284	1.11297	122	0	4
2024.09.16	23:30:00	1.11297	1.11327	1.11293	1.11325	132	0	4
2024.09.16	23:45:00	1.11325	1.11332	1.11309	1.11316	149	0	4
2024.09.17	00:00:00	1.11312	1.11320	1.11304	1.11316	81	0	12
2024.09.17	00:15:00	1.11319	1.11319	1.11309	1.11312	57	0	8
2024.09.17	00:30:00	1.11313	1.11315	1.11309	1.11315	40	0	8
2024.09.17	00:45:00	1.11314	1.11317	1.11306	1.11308	63	0	4
2024.09.17	01:00:00	1.11308	1.11313	1.11278	1.11293	126	0	4
2024.09.17	01:15:00	1.11294	1.11295	1.11281	1.11286	104	0	4
2024.09.17	01:30:00	1.11286	1.11289	1.11276	1.11281	96	0	4
2024.09.17	01:45:00	1.11281	1.11286	1.11267	1.11272	108	0	4
2024.09.17	02:00:00	1.11273	1.11285	1.11246	1.11246	159	0	4
2024.09.17	02:15:00	1.11246	1.11268	1.11232	1.11264	198	0	4
2024.09.17	02:30:00	1.11266	1.11285	1.11264	1.11283	139	0	4
2024.09.17	02:45:00	1.11282	1.11299	1.11277	1.11291	246	0	4
2024.09.17	03:00:00	1.11291	1.11311	1.11281	1.11292	293	0	3
2024.09.17	03:15:00	1.11292	1.11297	1.11257	1.11273	249	0	3
2024.09.17	03:30:00	1.11272	1.11291	1.11242	1.11243	252	0	4
2024.09.17	03:45:00	1.11240	1.11241	1.11218	1.11229	250	0	4
2024.09.17	04:00:00	1.11227	1.11256	1.11226	1.11246	259	0	4
2024.09.17	04:15:00	1.11245	1.11252	1.11235	1.11235	267	0	4
2024.09.17	04:30:00	1.11235	1.11274	1.11235	1.11266	251	0	3
2024.09.17	04:45:00	1.11267	1.11292	1.11253	1.11277	258	0	3
2024.09.17	05:00:00	1.11276	1.11291	1.11270	1.11281	237	0	4
2024.09.17	05:15:00	1.11282	1.11290	1.11247	1.11286	210	0	4
2024.09.17	05:30:00	1.11286	1.11294	1.11279	1.11287	176	0	4
2024.09.17	05:45:00	1.11287	1.11296	1.11271	1.11271	170	0	4
2024.09.17	06:00:00	1.11270	1.11272	1.11231	1.11259	166	0	4
2024.09.17	06:15:00	1.11259	1.11282	1.11258	1.11265	218	0	4
2024.09.17	06:30:00	1.11263	1.11266	1.11237	1.11243	191	0	4
2024.09.17	06:45:00	1.11243	1.11253	1.11226	1.11238	219	0	4
2024.09.17	07:00:00	1.11238	1.11242	1.11221	1.11226	201	0	4
2024.09.17	07:15:00	1.11226	1.11232	1.11216	1.11231	199	0	4
2024.09.17	07:30:00	1.11232	1.11240	1.11225	1.11237	185	0	3
2024.09.17	07:45:00	1.11235	1.11244	1.11228	1.11243	165	0	4
2024.09.17	08:00:00	1.11242	1.11247	1.11218	1.11230	173	0	4
2024.09.17	08:15:00	1.11230	1.11257	1.11228	1.11256	195	0	4
2024.09.17	08:30:00	1.11256	1.11287	1.11252	1.11279	163	0	4
2024.09.17	08:45:00	1.11280	1.11281	1.11250	1.11266	200	0	4
2024.09.17	09:00:00	1.11268	1.11309	1.11256	1.11305	422	0	4
2024.09.17	09:15:00	1.11305	1.11307	1.11269	1.11298	346	0	4
2024.09.17	09:30:00	1.11298	1.11332	1.11290	1.11309	304	0	3
2024.09.17	09:45:00	1.11308	1.11317	1.11208	1.11208	405	0	4
2024.09.17	10:00:00	1.11207	1.11227	1.11156	1.11169	601	0	3
2024.09.17	10:15:00	1.11169	1.11252	1.11159	1.11238	497	0	4
2024.09.17	10:30:00	1.11241	1.11358	1.11241	1.11355	484	0	3
2024.09.17	10:45:00	1.11356	1.11377	1.11311	1.11361	501	0	3
2024.09.17	11:00:00	1.11359	1.11368	1.11329	1.11356	535	0	4
2024.09.17	11:15:00	1.11354	1.11366	1.11330	1.11337	462	0	4
2024.09.17	11:30:00	1.11337	1.11398	1.11335	1.11390	395	0	4
2024.09.17	11:45:00	1.11391	1.11461	1.11373	1.11446	508	0	4
2024.09.17	12:00:00	1.11447	1.11447	1.11368	1.11397	558	0	4
2024.09.17	12:15:00	1.11395	1.11408	1.11375	1.11395	375	0	4
2024.09.17	12:30:00	1.11395	1.11401	1.11347	1.11354	377	0	4
2024.09.17	12:45:00	1.11355	1.11381	1.11345	1.11379	461	0	4
2024.09.17	13:00:00	1.11380	1.11397	1.11375	1.11381	339	0	4
2024.09.17	13:15:00	1.11378	1.11378	1.11340	1.11363	387	0	4
2024.09.17	13:30:00	1.11367	1.11380	1.11315	1.11338	386	0	4
2024.09.17	13:45:00	1.11339	1.11354	1.11323	1.11342	328	0	4
2024.09.17	14:00:00	1.11342	1.11349	1.11301	1.11320	398	0	4
2024.09.17	14:15:00	1.11320	1.11351	1.11312	1.11342	348	0	4
2024.09.17	14:30:00	1.11342	1.11378	1.11337	1.11375	396	0	4
2024.09.17	14:45:00	1.11374	1.11427	1.11368	1.11384	482	0	4
2024.09.17	15:00:00	1.11387	1.11416	1.11373	1.11389	552	0	4
2024.09.17	15:15:00	1.11389	1.11398	1.11316	1.11333	579	0	3
2024.09.17	15:30:00	1.11326	1.11437	1.11198	1.11237	1291	0	3
2024.09.17	15:45:00	1.11237	1.11264	1.11177	1.11248	944	0	3
2024.09.17	16:00:00	1.11246	1.11276	1.11150	1.11258	858	0	3
2024.09.17	16:15:00	1.11256	1.11272	1.11192	1.11194	846	0	3
2024.09.17	16:30:00	1.11192	1.11214	1.11148	1.11208	831	0	3
2024.09.17	16:45:00	1.11209	1.11223	1.11115	1.11129	919	0	4
2024.09.17	17:00:00	1.11131	1.11265	1.11131	1.11265	905	0	3
2024.09.17	17:15:00	1.11264	1.11281	1.11216	1.11241	787	0	3
2024.09.17	17:30:00	1.11241	1.11270	1.11221	1.11234	722	0	4
2024.09.17	17:45:00	1.11234	1.11278	1.11200	1.11244	798	0	3
2024.09.17	18:00:00	1.11246	1.11261	1.11161	1.11196	693	0	3
2024.09.17	18:15:00	1.11195	1.11226	1.11155	1.11196	580	0	3
2024.09.17	18:30:00	1.11196	1.11226	1.11160	1.11170	561	0	4
2024.09.17	18:45:00	1.11170	1.11198	1.11151	1.11173	504	0	3
2024.09.17	19:00:00	1.11171	1.11207	1.11163	1.11193	476	0	4
2024.09.17	19:15:00	1.11193	1.11193	1.11149	1.11176	542	0	3
2024.09.17	19:30:00	1.11176	1.11216	1.11160	1.11199	503	0	4
2024.09.17	19:45:00	1.11198	1.11207	1.11182	1.11193	557	0	3
2024.09.17	20:00:00	1.11194	1.11207	1.11103	1.11144	589	0	3
2024.09.17	20:15:00	1.11145	1.11175	1.11143	1.11157	532	0	3
2024.09.17	20:30:00	1.11157	1.11157	1.11112	1.11128	495	0	3
2024.09.17	20:45:00	1.11127	1.11166	1.11120	1.11161	373	0	3
2024.09.17	21:00:00	1.11161	1.11189	1.11153	1.11178	430	0	4
2024.09.17	21:15:00	1.11178	1.11186	1.11157	1.11170	430	0	4
2024.09.17	21:30:00	1.11170	1.11210	1.11166	1.11209	383	0	4
2024.09.17	21:45:00	1.11209	1.11225	1.11197	1.11222	430	0	4
2024.09.17	22:00:00	1.11222	1.11234	1.11194	1.11206	393	0	4
2024.09.17	22:15:00	1.11207	1.11216	1.11176	1.11179	366	0	4
2024.09.17	22:30:00	1.11179	1.11186	1.11149	1.11161	314	0	4
2024.09.17	22:45:00	1.11161	1.11164	1.11146	1.11157	310	0	4
2024.09.17	23:00:00	1.11158	1.11166	1.11150	1.11163	240	0	4
2024.09.17	23:15:00	1.11163	1.11169	1.11152	1.11154	294	0	4
2024.09.17	23:30:00	1.11154	1.11163	1.11131	1.11134	151	0	4
2024.09.17	23:45:00	1.11135	1.11140	1.11118	1.11124	214	0	0
2024.09.18	00:00:00	1.11116	1.11157	1.11113	1.11144	161	0	16
2024.09.18	00:15:00	1.11135	1.11148	1.11117	1.11146	64	0	15
2024.09.18	00:30:00	1.11146	1.11154	1.11139	1.11141	36	0	4
2024.09.18	00:45:00	1.11141	1.11146	1.11121	1.11134	67	0	8
2024.09.18	01:00:00	1.11134	1.11150	1.11134	1.11150	91	0	4
2024.09.18	01:15:00	1.11149	1.11161	1.11145	1.11159	63	0	4
2024.09.18	01:30:00	1.11159	1.11176	1.11158	1.11176	82	0	4
2024.09.18	01:45:00	1.11176	1.11186	1.11172	1.11180	81	0	4
2024.09.18	02:00:00	1.11180	1.11192	1.11178	1.11192	89	0	4
2024.09.18	02:15:00	1.11192	1.11221	1.11192	1.11220	90	0	4
2024.09.18	02:30:00	1.11218	1.11234	1.11217	1.11233	125	0	4
2024.09.18	02:45:00	1.11234	1.11236	1.11218	1.11219	118	0	3
2024.09.18	03:00:00	1.11220	1.11240	1.11213	1.11228	257	0	4
2024.09.18	03:15:00	1.11227	1.11247	1.11224	1.11239	231	0	4
2024.09.18	03:30:00	1.11238	1.11239	1.11221	1.11227	214	0	4
2024.09.18	03:45:00	1.11227	1.11284	1.11220	1.11268	377	0	4
2024.09.18	04:00:00	1.11269	1.11285	1.11261	1.11262	305	0	4
2024.09.18	04:15:00	1.11261	1.11304	1.11260	1.11263	260	0	4
2024.09.18	04:30:00	1.11262	1.11279	1.11251	1.11278	263	0	4
2024.09.18	04:45:00	1.11278	1.11291	1.11266	1.11278	250	0	4
2024.09.18	05:00:00	1.11278	1.11285	1.11251	1.11257	266	0	4
2024.09.18	05:15:00	1.11257	1.11266	1.11246	1.11251	193	0	4
2024.09.18	05:30:00	1.11251	1.11280	1.11250	1.11258	188	0	4
2024.09.18	05:45:00	1.11258	1.11279	1.11255	1.11279	213	0	4
2024.09.18	06:00:00	1.11279	1.11285	1.11259	1.11262	157	0	4
2024.09.18	06:15:00	1.11262	1.11277	1.11252	1.11273	192	0	4
2024.09.18	06:30:00	1.11273	1.11277	1.11267	1.11267	132	0	4
2024.09.18	06:45:00	1.11267	1.11273	1.11256	1.11262	139	0	4
2024.09.18	07:00:00	1.11262	1.11263	1.11251	1.11257	159	0	4
2024.09.18	07:15:00	1.11257	1.11257	1.11231	1.11236	132	0	4
2024.09.18	07:30:00	1.11236	1.11241	1.11225	1.11232	73	0	4
2024.09.18	07:45:00	1.11232	1.11233	1.11200	1.11200	127	0	4
2024.09.18	08:00:00	1.11199	1.11213	1.11192	1.11197	153	0	4
2024.09.18	08:15:00	1.11197	1.11202	1.11190	1.11191	109	0	4
2024.09.18	08:30:00	1.11190	1.11195	1.11180	1.11189	156	0	4
2024.09.18	08:45:00	1.11189	1.11215	1.11176	1.11205	250	0	4
2024.09.18	09:00:00	1.11204	1.11259	1.11197	1.11239	487	0	4
2024.09.18	09:15:00	1.11240	1.11245	1.11200	1.11207	378	0	4
2024.09.18	09:30:00	1.11206	1.11232	1.11175	1.11175	400	0	3
2024.09.18	09:45:00	1.11175	1.11218	1.11152	1.11186	497	0	3
2024.09.18	10:00:00	1.11186	1.11227	1.11173	1.11198	512	0	4
2024.09.18	10:15:00	1.11197	1.11275	1.11196	1.11236	531	0	4
2024.09.18	10:30:00	1.11236	1.11263	1.11222	1.11251	491	0	4
2024.09.18	10:45:00	1.11252	1.11310	1.11237	1.11310	523	0	4
2024.09.18	11:00:00	1.11312	1.11322	1.11287	1.11300	494	0	4
2024.09.18	11:15:00	1.11300	1.11330	1.11277	1.11313	465	0	4
2024.09.18	11:30:00	1.11318	1.11332	1.11300	1.11309	416	0	4
2024.09.18	11:45:00	1.11309	1.11327	1.11290	1.11295	422	0	4
2024.09.18	12:00:00	1.11294	1.11310	1.11266	1.11309	468	0	3
2024.09.18	12:15:00	1.11310	1.11364	1.11305	1.11331	414	0	4
2024.09.18	12:30:00	1.11332	1.11377	1.11327	1.11365	406	0	4
2024.09.18	12:45:00	1.11365	1.11397	1.11364	1.11379	394	0	4
2024.09.18	13:00:00	1.11379	1.11385	1.11341	1.11356	332	0	4
2024.09.18	13:15:00	1.11355	1.11377	1.11341	1.11375	337	0	4
2024.09.18	13:30:00	1.11376	1.11377	1.11338	1.11349	351	0	4
2024.09.18	13:45:00	1.11349	1.11352	1.11295	1.11298	360	0	4
2024.09.18	14:00:00	1.11298	1.11300	1.11247	1.11264	357	0	4
2024.09.18	14:15:00	1.11264	1.11271	1.11237	1.11258	360	0	4
2024.09.18	14:30:00	1.11258	1.11258	1.11223	1.11249	363	0	3
2024.09.18	14:45:00	1.11249	1.11263	1.11226	1.11243	392	0	4
2024.09.18	15:00:00	1.11244	1.11258	1.11234	1.11251	393	0	4
2024.09.18	15:15:00	1.11252	1.11285	1.11223	1.11233	492	0	4
2024.09.18	15:30:00	1.11233	1.11233	1.11178	1.11197	487	0	4
2024.09.18	15:45:00	1.11197	1.11238	1.11181	1.11222	541	0	4
2024.09.18	16:00:00	1.11223	1.11338	1.11222	1.11321	621	0	3
2024.09.18	16:15:00	1.11321	1.11396	1.11315	1.11392	603	0	4
2024.09.18	16:30:00	1.11392	1.11394	1.11355	1.11386	552	0	4
2024.09.18	16:45:00	1.11386	1.11390	1.11303	1.11351	651	0	4
2024.09.18	17:00:00	1.11353	1.11361	1.11281	1.11290	609	0	3
2024.09.18	17:15:00	1.11290	1.11300	1.11157	1.11158	661	0	3
2024.09.18	17:30:00	1.11156	1.11174	1.11080	1.11138	756	0	3
2024.09.18	17:45:00	1.11138	1.11181	1.11117	1.11179	743	0	4
2024.09.18	18:00:00	1.11180	1.11219	1.11165	1.11174	613	0	4
2024.09.18	18:15:00	1.11172	1.11216	1.11149	1.11205	436	0	4
2024.09.18	18:30:00	1.11206	1.11210	1.11118	1.11146	613	0	4
2024.09.18	18:45:00	1.11146	1.11163	1.11119	1.11157	525	0	4
2024.09.18	19:00:00	1.11156	1.11233	1.11154	1.11230	479	0	4
2024.09.18	19:15:00	1.11230	1.11261	1.11219	1.11256	419	0	3
2024.09.18	19:30:00	1.11257	1.11258	1.11221	1.11222	319	0	4
2024.09.18	19:45:00	1.11220	1.11258	1.11210	1.11242	408	0	4
2024.09.18	20:00:00	1.11242	1.11262	1.11199	1.11202	344	0	3
2024.09.18	20:15:00	1.11202	1.11215	1.11170	1.11208	406	0	4
2024.09.18	20:30:00	1.11206	1.11296	1.11206	1.11296	502	0	4
2024.09.18	20:45:00	1.11296	1.11303	1.11215	1.11243	538	0	4
2024.09.18	21:00:00	1.11409	1.11778	1.11409	1.11618	1759	0	3
2024.09.18	21:15:00	1.11619	1.11787	1.11608	1.11715	1362	0	3
2024.09.18	21:30:00	1.11716	1.11890	1.11582	1.11602	1584	0	3
2024.09.18	21:45:00	1.11595	1.11709	1.11467	1.11493	1553	0	3
2024.09.18	22:00:00	1.11483	1.11484	1.11284	1.11465	1451	0	3
2024.09.18	22:15:00	1.11463	1.11476	1.11199	1.11318	1354	0	3
2024.09.18	22:30:00	1.11317	1.11322	1.11142	1.11143	1182	0	3
2024.09.18	22:45:00	1.11142	1.11142	1.10966	1.11057	916	0	3
2024.09.18	23:00:00	1.11053	1.11145	1.11043	1.11107	328	0	3
2024.09.18	23:15:00	1.11106	1.11187	1.11084	1.11182	276	0	3
2024.09.18	23:30:00	1.11181	1.11202	1.11161	1.11177	199	0	4
2024.09.18	23:45:00	1.11176	1.11199	1.11163	1.11176	292	0	1
2024.09.19	00:00:00	1.11174	1.11174	1.11088	1.11155	87	0	15
2024.09.19	00:15:00	1.11161	1.11175	1.11153	1.11163	72	0	10
2024.09.19	00:30:00	1.11164	1.11169	1.11145	1.11164	33	0	10
2024.09.19	00:45:00	1.11159	1.11170	1.11141	1.11156	57	0	11
2024.09.19	01:00:00	1.11149	1.11214	1.11148	1.11195	234	0	3
2024.09.19	01:15:00	1.11194	1.11231	1.11184	1.11225	172	0	4
2024.09.19	01:30:00	1.11225	1.11238	1.11218	1.11229	156	0	4
2024.09.19	01:45:00	1.11222	1.11232	1.11196	1.11218	189	0	4
2024.09.19	02:00:00	1.11219	1.11219	1.11158	1.11160	234	0	4
2024.09.19	02:15:00	1.11160	1.11161	1.11119	1.11130	256	0	4
2024.09.19	02:30:00	1.11129	1.11149	1.11111	1.11140	243	0	4
2024.09.19	02:45:00	1.11140	1.11147	1.11110	1.11139	308	0	4
2024.09.19	03:00:00	1.11141	1.11165	1.11073	1.11102	622	0	4
2024.09.19	03:15:00	1.11102	1.11116	1.11063	1.11078	550	0	3
2024.09.19	03:30:00	1.11077	1.11086	1.11000	1.11002	432	0	4
2024.09.19	03:45:00	1.11002	1.11005	1.10790	1.10813	643	0	3
2024.09.19	04:00:00	1.10814	1.10849	1.10795	1.10825	552	0	3
2024.09.19	04:15:00	1.10822	1.10855	1.10756	1.10761	488	0	4
2024.09.19	04:30:00	1.10760	1.10776	1.10684	1.10754	593	0	3
2024.09.19	04:45:00	1.10754	1.10842	1.10751	1.10833	441	0	3
2024.09.19	05:00:00	1.10831	1.10935	1.10831	1.10930	484	0	4
2024.09.19	05:15:00	1.10930	1.10992	1.10915	1.10992	484	0	4
2024.09.19	05:30:00	1.10996	1.11004	1.10957	1.10971	496	0	3
2024.09.19	05:45:00	1.10969	1.11035	1.10958	1.11018	446	0	4
2024.09.19	06:00:00	1.11018	1.11054	1.10994	1.11045	394	0	4
2024.09.19	06:15:00	1.11045	1.11120	1.11039	1.11119	344	0	4
2024.09.19	06:30:00	1.11119	1.11177	1.11110	1.11163	315	0	3
2024.09.19	06:45:00	1.11164	1.11190	1.11146	1.11184	326	0	4
2024.09.19	07:00:00	1.11184	1.11199	1.11167	1.11176	272	0	4
2024.09.19	07:15:00	1.11177	1.11186	1.11149	1.11152	236	0	3
2024.09.19	07:30:00	1.11153	1.11199	1.11153	1.11169	227	0	4
2024.09.19	07:45:00	1.11169	1.11212	1.11150	1.11201	243	0	4
2024.09.19	08:00:00	1.11201	1.11257	1.11200	1.11257	339	0	4
2024.09.19	08:15:00	1.11256	1.11296	1.11253	1.11285	369	0	4
2024.09.19	08:30:00	1.11293	1.11308	1.11279	1.11288	415	0	3
2024.09.19	08:45:00	1.11287	1.11310	1.11256	1.11309	405	0	4
2024.09.19	09:00:00	1.11309	1.11347	1.11297	1.11316	617	0	4
2024.09.19	09:15:00	1.11317	1.11347	1.11287	1.11315	561	0	4
2024.09.19	09:30:00	1.11314	1.11367	1.11299	1.11359	544	0	4
2024.09.19	09:45:00	1.11357	1.11451	1.11345	1.11451	785	0	3
2024.09.19	10:00:00	1.11454	1.11528	1.11427	1.11488	853	0	4
2024.09.19	10:15:00	1.11491	1.11497	1.11401	1.11444	730	0	4
2024.09.19	10:30:00	1.11444	1.11472	1.11401	1.11464	773	0	4
2024.09.19	10:45:00	1.11464	1.11529	1.11446	1.11458	744	0	3
2024.09.19	11:00:00	1.11457	1.11509	1.11450	1.11493	670	0	3
2024.09.19	11:15:00	1.11492	1.11577	1.11476	1.11574	670	0	3
2024.09.19	11:30:00	1.11573	1.11690	1.11569	1.11687	614	0	4
2024.09.19	11:45:00	1.11687	1.11687	1.11611	1.11627	472	0	4
2024.09.19	12:00:00	1.11625	1.11738	1.11622	1.11735	693	0	3
2024.09.19	12:15:00	1.11733	1.11757	1.11703	1.11704	597	0	3
